Greek_Word	Meaning	Is_Key_Term	Ln_Decimal_Code	SemDom	SemDom_Name	Total_Unique_References	Refs
σωτηρίαν	unknown	no	21.18	4.4.2.2	Danger	1	LUK 1:71!1
σωτηρίας	unknown	no	21.18	4.4.2.2	Danger	1	LUK 1:69!4
σωτηρίας	unknown	no	21.26	4.4.2.2	Danger	1	LUK 1:77!4
σωτὴρ	unknown	no	21.31	4.4.2.2	Danger	1	LUK 2:11!5
σωτῆρί	unknown	no	21.22	4.4.2.2	Danger	1	LUK 1:47!10
σωφρονοῦντα	unknown	no	30.22	3.2;3.2.1;3.2.1.1	Mind;Think;Think about	1	LUK 8:35!23
σύ	unknown	no	92.6	9.2;9.2.3	Part of speech;Pronouns	3	LUK 10:15!2; LUK 17:8!22; LUK 22:32!13
σώματι	unknown	no	8.1	2.1	Body	1	LUK 12:22!19
σώματός	unknown	no	8.1	2.1	Body	1	LUK 11:34!4
σώσει	unknown	no	21.18	4.4.2.2	Danger	1	LUK 9:24!21
σώσει	unknown	no	21.27	4.4.2.2	Danger	1	LUK 9:24!21
σὰ	unknown	no	92.8	9.2;9.2.3	Part of speech;Pronouns	1	LUK 6:30!10
σὰρξ	unknown	no	9.11	2	Person	1	LUK 3:6!4
σὲ	unknown	no	92.6	9.2;9.2.3	Part of speech;Pronouns	7	LUK 14:9!4; LUK 17:4!13; LUK 17:4!8; LUK 19:43!5; LUK 1:19!19; LUK 7:20!14; LUK 7:7!6
σὴς	unknown	no	4.49	1.6	Animal	1	LUK 12:33!23
σὸν	unknown	no	92.8	9.2;9.2.3	Part of speech;Pronouns	1	LUK 22:42!18
σὺ	unknown	no	92.6	9.2;9.2.3	Part of speech;Pronouns	14	LUK 10:37!17; LUK 15:31!6; LUK 16:25!24; LUK 19:19!6; LUK 19:42!10; LUK 1:42!8; LUK 1:76!2; LUK 22:58!9; LUK 22:67!3; LUK 23:37!4; LUK 23:39!10; LUK 23:40!10; LUK 4:7!1; LUK 9:60!11
σὺν	unknown	no	89.105	9.6	Connected with, related	4	LUK 19:23!13; LUK 23:11!7; LUK 24:21!15; LUK 5:19!19
σὺν	unknown	no	89.107	9.6	Connected with, related	19	LUK 1:56!4; LUK 20:1!22; LUK 22:14!10; LUK 22:56!16; LUK 23:32!7; LUK 24:10!15; LUK 24:24!5; LUK 24:29!21; LUK 24:33!16; LUK 24:44!15; LUK 2:13!4; LUK 2:5!2; LUK 5:9!8; LUK 7:12!27; LUK 7:6!5; LUK 8:1!23; LUK 8:38!12; LUK 8:51!10; LUK 9:32!6
σῖτον	unknown	no	3.41	1.5	Plant	3	LUK 12:18!17; LUK 22:31!12; LUK 3:17!15
σῦκα	unknown	no	3.36	1.5	Plant	1	LUK 6:44!14
σῳζόμενοι	unknown	no	21.27	4.4.2.2	Danger	1	LUK 13:23!9
σῶμά	unknown	no	8.1	2.1	Body	4	LUK 11:34!18; LUK 11:34!28; LUK 11:36!4; LUK 22:19!13
σῶμα	body	yes	8.1	2.1	Body	7	LUK 12:23!10; LUK 12:4!13; LUK 17:37!13; LUK 23:52!7; LUK 23:55!19; LUK 24:23!5; LUK 24:3!6
σῶσαι	unknown	no	21.18	4.4.2.2	Danger	2	LUK 6:9!17; LUK 9:24!8
σῶσαι	unknown	no	21.27	4.4.2.2	Danger	2	LUK 19:10!9; LUK 9:24!8
σῶσον	unknown	no	21.18	4.4.2.2	Danger	2	LUK 23:37!10; LUK 23:39!14
τάξει	unknown	no	61.3	8.4.5.1	Order, sequence	1	LUK 1:8!9
τάχει	unknown	no	67.111	8.4.1	Period of time	1	LUK 18:8!9
τέκνα	unknown	no	10.28	4.1.9	Kinship	1	LUK 3:8!29
τέκνα	unknown	no	10.36	4.1.9	Kinship	5	LUK 14:26!20; LUK 18:29!21; LUK 1:17!15; LUK 20:31!13; LUK 23:28!21
τέκνα	unknown	no	11.63	4.2.1.7	Crowd, group	2	LUK 13:34!17; LUK 19:44!6
τέκνοις	unknown	no	10.36	4.1.9	Kinship	1	LUK 11:13!11
τέκνον	unknown	no	10.36	4.1.9	Kinship	1	LUK 1:7!5
τέκνων	unknown	no	58.26	8.3.5	Type, kind	1	LUK 7:35!8
τέλος	unknown	no	67.66	8.4.1	Period of time	3	LUK 1:33!16; LUK 21:9!18; LUK 22:37!22
τέλος	unknown	no	78.47	9.3;9.3.1	Degree;Very	1	LUK 18:5!15
τέξῃ	unknown	no	23.52	2.2	Body functions	1	LUK 1:31!7
τήν	unknown	no	92.24	9.2;9.2.3	Part of speech;Pronouns	1	LUK 2:16!6
τί	unknown	no	92.14	9.2;9.2.3	Part of speech;Pronouns	27	LUK 10:25!10; LUK 10:26!9; LUK 12:11!18; LUK 12:11!21; LUK 12:22!15; LUK 12:22!20; LUK 12:29!5; LUK 12:29!8; LUK 15:26!7; LUK 16:4!2; LUK 17:8!6; LUK 18:18!9; LUK 18:36!6; LUK 18:6!6; LUK 19:15!23; LUK 19:48!5; LUK 1:62!7; LUK 20:15!8; LUK 21:7!11; LUK 23:31!12; LUK 23:34!11; LUK 3:12!11; LUK 5:23!1; LUK 6:11!9; LUK 7:25!2; LUK 7:26!2; LUK 9:25!1
τί	unknown	no	92.15	9.2;9.2.3	Part of speech;Pronouns	3	LUK 12:26!6; LUK 2:48!13; LUK 6:41!1
τίθησιν	unknown	no	85.32	8.5.3	Be at a place	3	LUK 11:33!6; LUK 8:16!11; LUK 8:16!15
τίνα	unknown	no	92.14	9.2;9.2.3	Part of speech;Pronouns	3	LUK 11:11!1; LUK 12:5!4; LUK 9:20!6
τίνι	unknown	no	92.14	9.2;9.2.3	Part of speech;Pronouns	6	LUK 11:19!13; LUK 12:20!19; LUK 13:18!11; LUK 14:34!12; LUK 6:47!16; LUK 7:31!10
τίνος	unknown	no	92.14	9.2;9.2.3	Part of speech;Pronouns	2	LUK 20:24!4; LUK 20:33!7
τίς	unknown	no	92.14	9.2;9.2.3	Part of speech;Pronouns	26	LUK 10:22!11; LUK 10:22!20; LUK 10:29!11; LUK 10:36!1; LUK 12:14!6; LUK 12:25!1; LUK 14:28!1; LUK 14:31!2; LUK 15:8!2; LUK 16:11!12; LUK 16:12!11; LUK 18:26!6; LUK 19:3!6; LUK 20:2!14; LUK 22:23!8; LUK 22:24!8; LUK 22:27!1; LUK 22:64!7; LUK 3:7!11; LUK 4:34!13; LUK 5:21!16; LUK 7:39!18; LUK 7:42!7; LUK 8:9!7; LUK 9:46!7; LUK 9:9!8
ταμείοις	unknown	no	7.28	6.5	Working with buildings	1	LUK 12:3!20
ταμεῖον	storeroom; treasure room	yes	7.32	6.5	Working with buildings	1	LUK 12:24!12
ταπείνωσιν	unknown	no	87.60	4.5.6	Status	1	LUK 1:48!5
ταπεινούς	unknown	no	87.61	4.5.6	Status	1	LUK 1:52!7
ταπεινωθήσεται	unknown	no	79.87	8.3	Quality	1	LUK 3:5!9
ταπεινωθήσεται	unknown	no	81.7	8.2.8	Measure	1	LUK 3:5!9
ταπεινωθήσεται	unknown	no	87.63	4.5.6	Status	3	LUK 14:11!6; LUK 18:14!17; LUK 3:5!9
ταπεινῶν	unknown	no	87.63	4.5.6	Status	2	LUK 14:11!9; LUK 18:14!20
τασσόμενος	unknown	no	13.13	9;9.1	General words;Grammar	1	LUK 7:8!8
ταχέως	unknown	no	67.110	8.4.1	Period of time	2	LUK 14:21!19; LUK 16:6!17
ταύταις	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	4	LUK 1:39!7; LUK 23:7!19; LUK 24:18!23; LUK 6:12!6
ταύτας	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	1	LUK 1:24!3
ταύτην	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	14	LUK 12:41!10; LUK 13:16!1; LUK 13:6!3; LUK 15:3!7; LUK 18:5!9; LUK 18:9!19; LUK 20:19!29; LUK 20:2!21; LUK 20:9!9; LUK 23:48!9; LUK 24:21!19; LUK 4:23!10; LUK 4:6!10; LUK 7:44!10
ταύτης	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	6	LUK 11:31!12; LUK 11:32!10; LUK 11:50!16; LUK 11:51!22; LUK 17:25!12; LUK 7:31!8
ταύτῃ	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	8	LUK 11:30!17; LUK 12:20!7; LUK 13:32!8; LUK 13:7!17; LUK 16:24!30; LUK 17:34!3; LUK 17:6!15; LUK 19:42!8
ταῖς	unknown	no	92.24	9.2;9.2.3	Part of speech;Pronouns	38	LUK 11:43!10; LUK 11:43!16; LUK 13:26!11; LUK 17:26!12; LUK 17:26!5; LUK 17:28!5; LUK 1:18!21; LUK 1:39!5; LUK 1:5!3; LUK 1:6!11; LUK 1:7!15; LUK 1:75!8; LUK 1:80!11; LUK 20:46!14; LUK 20:46!19; LUK 21:14!4; LUK 21:21!19; LUK 21:23!11; LUK 21:23!2; LUK 21:23!7; LUK 23:7!20; LUK 24:18!21; LUK 24:27!14; LUK 2:1!4; LUK 2:47!11; LUK 3:15!9; LUK 4:15!5; LUK 4:2!12; LUK 4:25!10; LUK 4:43!8; LUK 5:16!6; LUK 5:22!15; LUK 5:35!15; LUK 6:1!19; LUK 6:12!4; LUK 7:38!17; LUK 7:44!33; LUK 9:36!18
ταῦτα	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	44	LUK 10:1!3; LUK 10:21!23; LUK 11:27!7; LUK 11:42!25; LUK 11:45!9; LUK 12:30!1; LUK 12:31!7; LUK 12:4!16; LUK 13:17!2; LUK 13:2!17; LUK 14:15!6; LUK 14:21!9; LUK 14:6!6; LUK 15:26!10; LUK 16:14!3; LUK 17:8!18; LUK 18:11!6; LUK 18:23!4; LUK 18:4!7; LUK 19:11!4; LUK 19:28!3; LUK 1:19!23; LUK 1:20!13; LUK 1:65!20; LUK 20:2!11; LUK 20:8!13; LUK 21:31!6; LUK 21:36!10; LUK 21:7!16; LUK 21:7!8; LUK 21:9!11; LUK 23:31!7; LUK 23:49!17; LUK 24:10!21; LUK 24:11!9; LUK 24:21!24; LUK 24:26!2; LUK 24:9!7; LUK 2:19!8; LUK 4:28!9; LUK 5:27!3; LUK 7:9!3; LUK 8:8!14; LUK 9:34!1
τε	unknown	no	89.102	9.6	Connected with, related	6	LUK 12:45!25; LUK 15:2!4; LUK 21:11!12; LUK 22:66!11; LUK 23:12!5; LUK 2:16!7
τε	unknown	no	89.95	9.6	Connected with, related	3	LUK 14:26!28; LUK 21:11!2; LUK 24:20!2
τεθεραπευμέναι	unknown	no	23.139	2.2	Body functions	1	LUK 8:2!6
τεθνηκὼς	unknown	no	23.99	2.2	Body functions	1	LUK 7:12!11
τεθραμμένος	unknown	no	35.51	4.3.4	Do good to	1	LUK 4:16!7
τεθραυσμένους	unknown	no	22.22	4.4	Prosperity, trouble	1	LUK 4:18!20
τεκεῖν	unknown	no	23.52	2.2	Body functions	2	LUK 1:57!8; LUK 2:6!12
τελείωσις	unknown	no	13.126	9;9.1	General words;Grammar	1	LUK 1:45!7
τελειοῦμαι	unknown	no	68.31	8.4.6	Aspectual time	1	LUK 13:32!21
τελειωσάντων	unknown	no	68.22	8.4.6	Aspectual time	1	LUK 2:43!2
τελεσθήσεται	unknown	no	13.126	9;9.1	General words;Grammar	1	LUK 18:31!13
τελεσθῆναι	unknown	no	13.126	9;9.1	General words;Grammar	1	LUK 22:37!9
τελεσθῇ	unknown	no	13.126	9;9.1	General words;Grammar	1	LUK 12:50!10
τελεσφοροῦσιν	unknown	no	23.203	2.2	Body functions	1	LUK 8:14!24
τελευτᾶν	unknown	no	23.102	2.2	Body functions	1	LUK 7:2!8
τελωνῶν	unknown	no	57.184	6.8	Finance	3	LUK 5:29!15; LUK 5:30!18; LUK 7:34!17
τελώνην	unknown	no	57.184	6.8	Finance	1	LUK 5:27!7
τελώνης	unknown	no	57.184	6.8	Finance	3	LUK 18:10!14; LUK 18:11!28; LUK 18:13!3
τελώνιον	unknown	no	57.183	6.8	Finance	1	LUK 5:27!13
τελῶναι	unknown	no	57.184	6.8	Finance	3	LUK 15:1!7; LUK 3:12!4; LUK 7:29!8
τεσσάρων	unknown	no	60.13	8.1.1	Number	1	LUK 2:37!7
τεσσεράκοντα	unknown	no	67.93	8.4.1	Period of time	1	LUK 4:2!2
τεταραγμένοι	unknown	no	25.244	3.4	Emotion	1	LUK 24:38!5
τετραάρχης	unknown	no	37.78	4.6;4.6.4	Government;Rule	2	LUK 3:19!5; LUK 9:7!5
τετρααρχοῦντος	unknown	no	37.79	4.6;4.6.4	Government;Rule	3	LUK 3:1!15; LUK 3:1!24; LUK 3:1!34
τετραπλοῦν	unknown	no	60.76	8.1.1	Number	1	LUK 19:8!24
τι	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	6	LUK 10:35!17; LUK 11:36!11; LUK 11:54!4; LUK 12:4!20; LUK 19:8!21; LUK 23:8!24
τινά	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	1	LUK 10:38!10
τινα	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	5	LUK 17:12!5; LUK 21:2!3; LUK 23:26!7; LUK 8:51!9; LUK 9:49!7
τινας	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	1	LUK 18:9!5
τινες	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	9	LUK 13:1!3; LUK 13:31!6; LUK 19:39!2; LUK 20:27!3; LUK 20:39!3; LUK 24:22!4; LUK 24:24!3; LUK 8:2!3; LUK 9:27!6
τινι	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	2	LUK 18:2!6; LUK 7:41!5
τινος	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	5	LUK 14:1!9; LUK 14:8!4; LUK 20:28!7; LUK 22:35!14; LUK 7:2!3
τινων	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	3	LUK 21:5!2; LUK 9:7!15; LUK 9:8!2
τινός	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	1	LUK 19:8!20
τινὰ	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:19!5
τινὰς	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	1	LUK 7:18!13
τινὲς	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	1	LUK 11:15!1
τινὶ	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	2	LUK 11:1!9; LUK 12:15!16
τινὸς	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	1	LUK 12:16!8
τις	unknown	no	92.12	9.2;9.2.3	Part of speech;Pronouns	38	LUK 10:25!4; LUK 10:30!7; LUK 10:31!5; LUK 10:33!3; LUK 10:38!13; LUK 11:1!14; LUK 11:27!9; LUK 11:45!3; LUK 12:13!3; LUK 13:23!3; LUK 13:6!8; LUK 14:15!3; LUK 14:16!6; LUK 14:2!4; LUK 14:26!2; LUK 15:11!4; LUK 16:1!8; LUK 16:19!3; LUK 16:20!3; LUK 16:30!9; LUK 16:31!13; LUK 18:18!3; LUK 18:2!3; LUK 18:35!10; LUK 19:12!4; LUK 19:31!3; LUK 1:5!10; LUK 22:50!4; LUK 22:56!5; LUK 22:59!7; LUK 7:36!3; LUK 8:27!9; LUK 8:46!7; LUK 8:49!5; LUK 9:19!15; LUK 9:23!6; LUK 9:57!8; LUK 9:8!11
τοιαῦτα	unknown	no	92.31	9.2;9.2.3	Part of speech;Pronouns	1	LUK 9:9!15
τοιούτων	unknown	no	92.31	9.2;9.2.3	Part of speech;Pronouns	1	LUK 18:16!19
τοσαύτην	unknown	no	59.18	8.1	Quantity	1	LUK 7:9!21
τοσαῦτα	unknown	no	59.6	8.1	Quantity	1	LUK 15:29!9
τούτοις	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	2	LUK 16:26!4; LUK 24:21!17
τούτου	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	5	LUK 13:16!21; LUK 22:51!8; LUK 24:4!8; LUK 2:17!13; LUK 9:45!23
τούτους	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	5	LUK 19:15!16; LUK 19:27!5; LUK 20:16!6; LUK 9:28!6; LUK 9:44!9
τούτων	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	11	LUK 10:36!2; LUK 12:27!23; LUK 12:30!16; LUK 17:2!21; LUK 18:34!4; LUK 21:12!3; LUK 21:28!3; LUK 24:14!10; LUK 24:48!4; LUK 3:8!27; LUK 7:18!9
τούτῳ	unknown	no	92.29	9.2;9.2.3	Part of speech;Pronouns	12	LUK 10:20!3; LUK 10:5!12; LUK 14:9!11; LUK 18:30!9; LUK 19:19!4; LUK 19:9!12; LUK 1:61!16; LUK 21:23!24; LUK 23:14!24; LUK 23:4!17; LUK 4:3!14; LUK 7:8!15
τοὺς	unknown	no	92.24	9.2;9.2.3	Part of speech;Pronouns	117	LUK 10:11!12; LUK 10:23!4; LUK 10:36!12; LUK 10:39!11; LUK 10:9!3; LUK 11:1!28; LUK 11:43!13; LUK 11:46!11; LUK 11:52!15; LUK 12:1!14; LUK 12:17!13; LUK 12:22!4; LUK 12:24!2; LUK 12:45!19; LUK 13:2!13; LUK 13:28!19; LUK 13:34!5; LUK 13:34!9; LUK 13:4!23; LUK 13:4!25; LUK 14:12!14; LUK 14:12!18; LUK 14:12!22; LUK 14:21!28; LUK 14:26!22; LUK 14:3!7; LUK 14:7!4; LUK 15:15!14; LUK 15:22!27; LUK 15:22!6; LUK 15:5!5; LUK 15:6!10; LUK 15:6!7; LUK 16:1!5; LUK 16:23!6; LUK 16:29!7; LUK 16:4!13; LUK 16:8!20; LUK 17:1!4; LUK 17:16!6; LUK 17:22!4; LUK 18:13!9; LUK 18:31!3; LUK 18:9!15; LUK 18:9!6; LUK 19:15!14; LUK 19:27!2; LUK 19:27!6; LUK 19:45!8; LUK 1:33!8; LUK 1:55!4; LUK 1:65!6; LUK 1:79!11; LUK 20:10!5; LUK 20:16!4; LUK 20:43!4; LUK 21:1!4; LUK 21:35!7; LUK 22:32!17; LUK 22:45!8; LUK 22:52!5; LUK 23:13!4; LUK 23:13!7; LUK 23:33!14; LUK 23:4!6; LUK 23:4!9; LUK 24:10!19; LUK 24:33!12; LUK 24:33!15; LUK 24:39!6; LUK 24:40!9; LUK 2:27!13; LUK 5:22!5; LUK 5:3!23; LUK 5:30!10; LUK 5:34!8; LUK 5:37!17; LUK 5:9!7; LUK 6:1!16; LUK 6:13!6; LUK 6:20!4; LUK 6:20!8; LUK 6:27!7; LUK 6:28!2; LUK 6:32!15; LUK 6:32!4; LUK 6:33!4; LUK 6:35!27; LUK 6:35!3; LUK 6:4!27; LUK 6:4!9; LUK 6:8!4; LUK 7:24!9; LUK 7:31!4; LUK 7:38!13; LUK 7:38!25; LUK 7:38!5; LUK 7:44!30; LUK 7:45!14; LUK 7:46!11; LUK 8:33!10; LUK 8:34!15; LUK 8:35!25; LUK 8:41!17; LUK 9:1!3; LUK 9:11!18; LUK 9:14!9; LUK 9:16!3; LUK 9:16!7; LUK 9:26!7; LUK 9:28!4; LUK 9:32!18; LUK 9:32!21; LUK 9:43!18; LUK 9:44!7; LUK 9:60!5; LUK 9:60!8
τοῖς	unknown	no	92.24	9.2;9.2.3	Part of speech;Pronouns	71	LUK 10:20!19; LUK 11:13!10; LUK 11:13!23; LUK 11:30!5; LUK 11:42!4; LUK 11:43!3; LUK 11:46!23; LUK 11:46!6; LUK 11:48!6; LUK 11:52!3; LUK 12:3!19; LUK 12:33!16; LUK 12:4!4; LUK 12:44!7; LUK 12:54!4; LUK 13:10!9; LUK 13:17!17; LUK 13:17!19; LUK 13:19!25; LUK 14:17!11; LUK 14:33!10; LUK 16:23!19; LUK 17:14!8; LUK 18:32!3; LUK 19:24!2; LUK 19:39!13; LUK 19:8!15; LUK 1:20!18; LUK 1:45!8; LUK 1:50!9; LUK 1:79!2; LUK 20:1!23; LUK 20:45!7; LUK 20:46!24; LUK 22:28!9; LUK 22:4!4; LUK 23:11!8; LUK 23:30!10; LUK 23:30!4; LUK 24:9!13; LUK 24:9!9; LUK 2:33!11; LUK 2:38!14; LUK 2:44!15; LUK 2:44!18; LUK 2:49!13; LUK 3:14!20; LUK 3:7!3; LUK 4:21!13; LUK 4:22!12; LUK 4:22!8; LUK 4:31!13; LUK 4:36!21; LUK 5:7!3; LUK 5:8!6; LUK 6:2!11; LUK 6:23!22; LUK 6:24!4; LUK 6:26!14; LUK 6:27!12; LUK 6:27!4; LUK 6:4!17; LUK 7:25!19; LUK 7:32!4; LUK 7:38!9; LUK 7:44!26; LUK 8:10!13; LUK 8:25!20; LUK 8:27!28; LUK 9:16!20; LUK 9:61!13
